rootRegistry.variableOne,rootRegistry.variableTwo,rootRegistry.variableThree,rootRegistry.variableSix,rootRegistry.registryOne.variableFour,rootRegistry.registryTwo.variableFive,rootRegistry.registryTwo.registryThree.variableSeven
0.6539543081326135,0.9630236570530415,17.0,1.0,58.0,0.5243661443458305,255.0
0.07393716168157571,0.49536994483500174,50.0,0.0,88.0,0.5187733522188457,100.0
0.5738655031780175,0.2895947456786395,85.0,1.0,51.0,0.25474451198464887,348.0
0.857986314012855,0.8194689380868019,41.0,1.0,51.0,0.12976576179279442,429.0
0.3430460129298165,0.6624884460966959,83.0,1.0,14.0,0.9293104322621122,1.0
0.49188200600971477,0.08704544003278558,65.0,1.0,45.0,0.35265612285839365,665.0
0.9983478972348273,0.25918609255172165,22.0,0.0,54.0,0.7274565578801,568.0
0.4083962642637805,0.40729559296658135,0.0,1.0,21.0,0.17587815106236104,68.0
0.9427487000605512,0.44566227953825654,65.0,1.0,59.0,0.38236843763359674,699.0
0.4594775305404263,0.4129055087263622,17.0,0.0,93.0,0.8133583661084681,463.0
0.8574980797358699,0.9541040899515584,9.0,0.0,13.0,0.43748404395854734,310.0
0.2386690359581144,0.17101874231475833,52.0,1.0,96.0,0.32935187021798207,863.0
0.8443571126953697,0.6006827130864306,0.0,1.0,64.0,0.9937351606409217,645.0
0.6325146012527958,0.9395620418942422,91.0,0.0,25.0,0.4213620556373291,127.0
0.9946038267196389,0.17987665267675856,58.0,0.0,78.0,0.5326034936282579,710.0
0.22202837971155187,0.4373899549001413,77.0,0.0,15.0,0.9451038801174181,260.0
0.4548050088285207,0.5838978878236826,1.0,1.0,22.0,0.3047223403614838,962.0
0.29898517847613626,0.2054345909940486,99.0,1.0,2.0,0.13095241790496326,762.0
0.41503951598083166,0.09946259524929568,96.0,0.0,16.0,0.611984329489927,142.0
0.2457400292112576,0.8669775039776783,92.0,0.0,93.0,0.9263683512154882,29.0
0.3389698556969718,0.5742031122697556,68.0,1.0,88.0,0.669793085251262,271.0
0.7431097578925808,0.7664588048434208,37.0,1.0,55.0,0.6762620174208875,159.0
0.9769340864721043,0.17553954688397788,70.0,0.0,39.0,0.4365090283627804,760.0
0.9695220009575429,0.4304464251536859,64.0,0.0,65.0,0.45537331340678455,653.0
0.02748268382463015,0.5992929738288099,14.0,0.0,50.0,0.14495252238149925,313.0
0.49651190527411593,0.3884160085895325,73.0,1.0,70.0,0.9351073995347663,776.0
0.7483054566661561,0.24658185117982,5.0,1.0,10.0,0.30607882621291094,214.0
0.6904471542395646,0.18613172748917117,65.0,0.0,14.0,0.2028543171248186,933.0
0.8574449036018416,0.3578219922027367,57.0,1.0,14.0,0.7020444046011243,879.0
0.9271925822536308,0.47633212453047447,16.0,1.0,99.0,0.5649826274710498,955.0
0.9376138602878483,0.7635534371259163,57.0,1.0,8.0,0.6036303341252244,354.0
0.0037602663572748884,0.17015395815913326,17.0,1.0,67.0,0.025163571014585107,942.0
0.47224138083730105,0.5343184172835689,22.0,1.0,77.0,0.8785420382484415,133.0
0.5866843007730808,0.052682355441733275,37.0,0.0,79.0,0.916549977380354,329.0
0.04784939105302377,0.7462671138460423,72.0,0.0,26.0,0.2800022566681444,168.0
0.028133963961488484,0.515989583552402,87.0,0.0,94.0,0.5180848638143083,382.0
0.08417982227255438,0.04529689597867259,11.0,1.0,32.0,0.4812114476482007,754.0
0.17424112958670535,0.13617866870962902,43.0,1.0,20.0,0.44969508632473854,900.0
0.366184553707782,0.019438640868501667,71.0,1.0,34.0,0.04695613339994764,792.0
0.01173923083538686,0.44482339260047044,54.0,1.0,97.0,0.1255656841904187,717.0
0.299974234437128,0.26536814471060144,45.0,1.0,67.0,0.6895631710308369,502.0
0.8841472785847985,0.13170436723146595,35.0,0.0,1.0,0.5656903591148041,685.0
0.08188520881373562,0.7581896641764242,8.0,1.0,24.0,0.7575679408459352,336.0
0.1521077199490939,0.011173743661702762,42.0,1.0,90.0,0.7994300656034554,264.0
0.22413017935721402,0.8612440397020371,5.0,1.0,75.0,0.8512990486991534,603.0
0.2782036010811121,0.819500690737647,48.0,1.0,38.0,0.9262365499829412,274.0
0.22458856130666804,0.3112313300138474,30.0,1.0,19.0,0.8838728769779743,298.0
0.4481148523934141,0.4501956482904581,12.0,1.0,50.0,0.4727366282720652,722.0
0.689077884210853,0.40938977180227143,18.0,0.0,3.0,0.4269981972618565,925.0
0.6701781040919798,0.727998349448025,48.0,1.0,5.0,0.9561297386333395,22.0
0.2332201883103916,0.6771859061681554,99.0,0.0,2.0,0.15105848764585972,649.0
0.356513868275556,0.6537308623461124,57.0,0.0,80.0,0.8447984958368525,367.0
0.8134393516112844,0.48967437982658546,0.0,1.0,4.0,0.92507669781425,196.0
0.3224826075626739,0.08972647213003737,11.0,1.0,60.0,0.3210268691569693,968.0
0.30273631653160527,0.8854809285217345,83.0,0.0,78.0,0.2556659846941147,176.0
0.9483032439664075,0.7015882328365365,25.0,1.0,59.0,0.17998272701044138,350.0
0.6611030520538662,0.43272451184310357,1.0,1.0,98.0,0.27059374171411055,483.0
0.5375646845940641,0.21352047711018762,46.0,1.0,7.0,0.7352598349116758,899.0
0.7115419881440823,0.8779768350769113,86.0,1.0,44.0,0.1821736750555384,399.0
0.15181049421434623,0.49270118491761383,48.0,1.0,32.0,0.9952589320147245,227.0
0.5638209080753626,0.3527859189494099,47.0,0.0,29.0,0.872766174516805,905.0
0.9774806942928054,0.9587892946380053,23.0,1.0,95.0,0.4868746104532182,261.0
0.10684912979287864,0.30096516764088754,1.0,0.0,4.0,0.9380001222637182,318.0
0.5297279128633389,0.3577240518114073,33.0,0.0,18.0,0.653068096515039,25.0
0.6788294118482927,0.5207504114140148,33.0,1.0,73.0,0.6960928414423424,931.0
0.26484155046923674,0.06889152493947026,43.0,1.0,21.0,0.5680486297996968,922.0
0.2184033358042018,0.8994018669403586,52.0,0.0,18.0,0.5513791439603171,426.0
0.8664367108556917,0.09029222414812488,24.0,0.0,77.0,0.9864340720231485,742.0
0.5805370217259552,0.5236062610058898,99.0,0.0,31.0,0.8987786594542341,809.0
0.10680050544561481,0.41070906129016593,22.0,0.0,18.0,0.26876583306824486,975.0
0.6829216520604575,0.9562158308749586,55.0,0.0,27.0,0.9197223570602799,783.0
0.639807698850368,0.10858584931680448,89.0,0.0,83.0,0.16234208388543692,307.0
0.13160867539294707,0.016922546206315725,45.0,0.0,68.0,0.07968790349018418,522.0
0.8409777050043585,0.6762960822370826,5.0,0.0,60.0,0.5301057876355011,28.0
0.5922481854785828,0.4392601602805235,55.0,0.0,42.0,0.5579997130348147,581.0
0.2182685977044826,0.45200019970485306,64.0,1.0,71.0,0.03725991291838571,562.0
0.5438169470868948,0.2060788791928041,61.0,1.0,74.0,0.8713447561386759,242.0
0.4281936262163285,0.8300199147079551,65.0,1.0,64.0,0.2607295602272697,558.0
0.027647790043557996,0.2069495358356156,17.0,0.0,32.0,0.4773316072667354,414.0
0.3592790958590143,0.029640548327413807,11.0,0.0,18.0,0.275279093075639,874.0
0.4228193155372503,0.4898038880045583,14.0,1.0,7.0,0.5315387576613825,587.0
0.5116097792117283,0.5308997143948643,89.0,0.0,87.0,0.19612161581918397,71.0
0.21082319531625748,0.7808541142761836,98.0,1.0,90.0,0.3234011258925903,549.0
0.28945653256650694,0.9680229528000688,6.0,1.0,42.0,0.48470476036942967,494.0
0.6935590238690357,0.9661871001139717,78.0,1.0,18.0,0.3198814099634084,973.0
0.225351503489698,0.9248878752812127,44.0,0.0,42.0,0.7248737393128868,913.0
0.9891536345350669,0.8194969203837774,98.0,1.0,94.0,0.5224585327154668,705.0
0.31944700365443346,0.054776720845903015,23.0,0.0,12.0,0.5830249840248297,723.0
0.6242769472429383,0.7366807364365275,34.0,0.0,17.0,0.7981994581382297,145.0
0.9679143936128758,0.5856279539282956,31.0,1.0,29.0,0.41977339940868774,654.0
0.1783182887529633,0.5223278240731096,98.0,1.0,10.0,0.5196039857908262,375.0
0.5882375551389277,0.14330815654477846,2.0,1.0,27.0,0.5230411998382363,417.0
0.7071603409834184,0.14770928982742948,39.0,1.0,65.0,0.7649394322944987,377.0
0.35663259478039344,0.9847622274924802,46.0,1.0,6.0,0.793685354245605,24.0
0.8098813844604367,0.7563242002317807,85.0,0.0,29.0,0.24969940850972516,380.0
0.14195730387319994,0.970299405101961,51.0,1.0,85.0,0.40454337054607103,235.0
0.9124439737901706,0.28235628498842236,41.0,0.0,67.0,0.32379726793781294,65.0
0.049213364473980614,0.694150918237993,2.0,0.0,93.0,0.051192648502118465,381.0
0.5745797255081019,0.7298949316541611,24.0,0.0,55.0,0.7556733388889896,281.0
0.13131664286478373,0.14358040780248282,37.0,1.0,66.0,0.8562652732732229,452.0
0.8103174390391514,0.15619934214606057,53.0,0.0,8.0,0.5955752070519751,289.0
0.05681921342927043,0.562404222491073,13.0,0.0,32.0,0.3266882977984903,694.0
0.71396783566343,0.5397405920673914,77.0,1.0,72.0,0.36214757094794847,409.0
0.45968513540244293,0.08232556688153214,85.0,0.0,59.0,0.40195593595130874,956.0
0.25128242199432327,0.18171620743294326,96.0,0.0,0.0,0.809808232497454,577.0
0.5804055894178914,0.3669172209209447,85.0,0.0,54.0,0.08808723302989219,964.0
0.293739886447528,0.8860494203468596,90.0,0.0,74.0,0.024228100942626618,613.0
0.7304105449180118,0.4346912967039822,11.0,1.0,15.0,0.3222562892530486,396.0
0.7106419547032023,0.5447857686061688,19.0,0.0,65.0,0.9589905930537724,417.0
0.27799789939254904,0.9201370859757918,73.0,1.0,86.0,0.04255310699178705,942.0
0.1914612754072912,0.6898857705381223,2.0,0.0,31.0,0.40196663994535364,412.0
0.8273327328963123,0.9599244594720463,28.0,0.0,57.0,0.29067014405827607,231.0
0.03659335758323412,0.18465994592703983,42.0,0.0,51.0,0.8632723069933744,128.0
0.2153194808653377,0.3050808322768652,73.0,0.0,93.0,0.006612040578656941,872.0
0.24960733948190617,0.2538529196725181,44.0,0.0,98.0,0.860413855486477,12.0
0.9165479431200623,0.04263576394793345,40.0,1.0,67.0,0.7972711154754912,643.0
0.19393503951876478,0.08538361711578102,1.0,0.0,13.0,0.3772845920861523,475.0
0.5656571635873995,0.8301608920367493,19.0,0.0,71.0,0.7977519382817894,885.0
0.8817204335801107,0.9830906817934147,71.0,1.0,87.0,0.9633486976923475,677.0
0.08033044263130196,0.9063461569580912,75.0,0.0,63.0,0.0778885465140483,52.0
0.6666871547784737,0.5719915198718121,67.0,1.0,74.0,0.5732923766287348,897.0
0.4070792979425705,0.42716504011866274,71.0,0.0,18.0,0.2680817816930673,453.0
0.975160623285211,0.5283925081988015,76.0,1.0,22.0,0.11568264469335565,145.0
0.18571986132608542,0.21157876009173338,15.0,1.0,24.0,0.9393666124964325,111.0
0.4729642255913924,0.25891255595007656,73.0,0.0,57.0,0.05616060970933634,447.0
0.716096084953688,0.5687761951576304,71.0,1.0,94.0,0.13285287823926084,151.0
0.20833944334166687,0.5267056658563094,23.0,0.0,27.0,0.8152017991074892,253.0
0.9506347571446672,0.060682224780681526,7.0,1.0,54.0,0.5130929672232908,743.0
0.2542278845705419,0.22086343993376845,45.0,1.0,46.0,0.1056607677944319,461.0
0.8765796848922792,0.35330659283769295,49.0,0.0,91.0,0.24762001786161114,714.0
0.8934901877210389,0.8965025885503799,36.0,1.0,72.0,0.4987237354484071,584.0
0.49947363759634744,0.4872360757509774,25.0,1.0,41.0,0.5793442140759592,907.0
0.6285862652657641,0.8481151936435338,5.0,0.0,97.0,0.10043290111379832,614.0
0.7112379136691814,0.19436000338060688,57.0,0.0,4.0,0.4575469887834144,129.0
0.16794232063948256,0.8964896501064207,36.0,0.0,33.0,0.21090995657164735,830.0
0.9980169605057179,0.2823024504950862,94.0,0.0,81.0,0.6840976828595636,354.0
0.9440958051589167,0.7083677772879355,44.0,1.0,94.0,0.6554567772255201,418.0
0.20016155055818396,0.5619245707135636,94.0,1.0,39.0,0.08083790997269513,189.0
0.7875314881770525,0.8758449339982586,51.0,1.0,1.0,0.28588904888040345,682.0
0.2240447755716234,0.5029526491069124,46.0,0.0,29.0,0.8178100522662702,730.0
0.7330603399085874,0.5665691726118677,90.0,1.0,78.0,0.1011763494109158,267.0
0.6769421075238985,0.44893811149508867,82.0,0.0,74.0,0.49550208580920296,631.0
0.9251908780784761,0.8326541947824825,26.0,0.0,71.0,0.9125097435330847,373.0
0.16543639702758128,0.22041098024217598,31.0,0.0,74.0,0.9422651261168887,886.0
0.5521116884334349,0.5118677117116999,14.0,1.0,73.0,0.3474592119374086,975.0
0.3875836789365362,0.6836568811546508,42.0,1.0,35.0,0.17463645697338515,590.0
0.2459335609365143,0.5544399964947051,55.0,0.0,59.0,0.8534568112065989,523.0
0.9416200266211283,0.9958226145209044,39.0,1.0,16.0,0.13694469965362321,264.0
0.4953944124118659,0.9074868015795444,58.0,0.0,41.0,0.809362773792656,247.0
0.8609085451089744,0.8731971313833784,78.0,0.0,27.0,0.8601370004512217,757.0
0.1163497241329754,0.24065586221364044,54.0,1.0,41.0,0.7066272182636586,731.0
0.5170918137081842,0.22106598503393093,59.0,1.0,76.0,0.5904779103049754,719.0
0.4894668095057393,0.6146638693601976,94.0,1.0,97.0,0.9242177278350253,790.0
0.571383242617832,0.6474090356177968,3.0,1.0,58.0,0.37822602799081273,153.0
0.11240645676684358,0.1017439555539712,95.0,1.0,31.0,0.934077583519388,297.0
0.8173254752893522,0.8301945104140469,11.0,1.0,74.0,0.08557599394423643,40.0
0.5185695581162921,0.6458962638348481,98.0,0.0,5.0,0.8608280267027072,716.0
0.8762680208285623,0.9747804693524083,57.0,0.0,43.0,0.8824098524353938,28.0
0.013752181229088611,0.49283110046968825,15.0,1.0,93.0,0.43951866415535834,676.0
0.9677448413621099,0.9740063886325845,45.0,1.0,56.0,0.01746106702375927,862.0
0.18770196808882011,0.07558857268645802,15.0,1.0,87.0,0.31162647549135813,586.0
0.17871942284745357,0.6433580964427729,1.0,1.0,81.0,0.060456980000384464,884.0
0.21589155438034868,0.6723647841102421,72.0,0.0,31.0,0.7497458483916708,684.0
0.45553371721783775,0.055905425923195584,37.0,0.0,66.0,0.34614899495463713,539.0
0.5084850711207325,0.6777975926935783,1.0,1.0,46.0,0.7674132041135999,815.0
0.7069522662012349,0.5397115354305604,0.0,0.0,1.0,0.061714375334385174,101.0
0.9535108556425875,0.27696706098536106,80.0,0.0,22.0,0.8485593321251063,88.0
0.0619089529733744,0.051629505452560176,19.0,0.0,39.0,0.21204801984916866,887.0
0.4890799722304169,0.37112223138072786,69.0,1.0,6.0,0.4018439974507574,325.0
0.2067935091942208,0.11775616077733242,87.0,1.0,53.0,0.5895550674432576,132.0
0.9088982278046144,0.07351119235482328,14.0,0.0,98.0,0.42364155679833204,87.0
0.42908337307704403,0.27858806328509567,45.0,0.0,91.0,0.2421864721411473,505.0
0.024468785796796344,0.12988781627180224,96.0,1.0,60.0,0.6391241609970015,105.0
0.22093768441580008,0.42678836740352577,71.0,1.0,15.0,0.7609778008261764,615.0
0.6788164766734581,0.48790213106695,11.0,0.0,73.0,0.7175234207467224,258.0
0.1114982100999351,0.7424632469245499,92.0,0.0,57.0,0.8409842081175156,697.0
0.7171945881198573,0.568625406574117,75.0,0.0,77.0,0.6434030122132811,960.0
0.47293954099453683,0.2643769478312721,11.0,1.0,53.0,0.9613552347115448,166.0
0.19135098617524626,0.8172683887856694,5.0,1.0,49.0,0.3231848206813176,807.0
0.9150050351349163,0.8693941303814406,11.0,1.0,12.0,0.9948341291911894,736.0
0.6111959245645148,0.923448440597001,28.0,1.0,22.0,0.35215258902650626,950.0
0.1874563331806347,0.43479290241413837,21.0,0.0,90.0,0.01705420021070636,985.0
0.5011689988125964,0.9082501745310554,67.0,0.0,53.0,0.13299954673320635,522.0
0.2505290092001059,0.8314768267072749,12.0,0.0,11.0,0.32386204020261744,458.0
0.3926602896165511,0.6392804270037031,84.0,0.0,13.0,0.2783539771014011,47.0
0.9604790796279465,0.7274489104115909,54.0,1.0,47.0,0.5721279821914481,696.0
0.44729037372393565,0.4287940351835261,25.0,0.0,53.0,0.2366478640830718,496.0
0.12034752329665599,0.7914781074517551,10.0,1.0,94.0,0.28708371794194465,834.0
0.40186045726270503,0.2259894570911939,22.0,0.0,77.0,0.1276029007541678,240.0
0.044267858543711736,0.08235920556000986,28.0,1.0,10.0,0.5875070212520176,197.0
0.43188448750425634,0.6743419410087798,88.0,1.0,13.0,0.8692850829492659,682.0
0.21546880343556596,0.22957343692176413,26.0,0.0,96.0,0.5887809339108538,355.0
0.808726116693522,0.46933608193365695,69.0,1.0,11.0,0.3162860428136117,741.0
0.631433853416827,0.48091927889277086,51.0,1.0,75.0,0.3820914124950453,517.0
0.07177169632048352,0.13152856571578997,56.0,1.0,61.0,0.5356677087484633,479.0
0.4316975712162524,0.07058497377029138,34.0,1.0,98.0,0.944268404611239,669.0
0.532442633347337,0.4742433936326682,11.0,0.0,23.0,0.7357681847506746,109.0
0.9110862947020374,0.3903440298749322,96.0,1.0,20.0,0.6048743982258469,917.0
0.6862216853621793,0.7734774509006616,0.0,1.0,36.0,0.1791032514987968,940.0
0.909825645120487,0.6046089524535612,38.0,1.0,36.0,0.4423262649492974,13.0
0.931657849784324,0.3782494110905552,12.0,1.0,80.0,0.5850691950087101,961.0
0.327190095174026,0.09889219780395153,65.0,1.0,44.0,0.9657034083412529,722.0
0.5153054956410977,0.28051323943177486,60.0,1.0,89.0,0.7260036847682201,793.0
0.47198754202058757,0.1870856775235139,68.0,0.0,3.0,0.7894237119695414,548.0
0.9569165157892807,0.9021031854479689,29.0,0.0,82.0,0.7907995281044825,546.0
0.5952554399282516,0.006543562642458034,91.0,1.0,76.0,0.45951130851622146,464.0
0.21247193590520563,0.068583375309195,99.0,0.0,75.0,0.5174867737503398,304.0
0.061572203996498986,0.4162801429482744,15.0,1.0,14.0,0.7374608544322506,726.0
0.3407317868749832,0.2023181834626685,94.0,1.0,95.0,0.44816130748399896,739.0
0.6282083067405883,0.8820849981085693,82.0,1.0,6.0,0.19482707106842878,147.0
0.5231828463943817,0.16491004419642596,50.0,0.0,41.0,0.038883190009937785,12.0
0.498184137784484,0.9168041507511974,67.0,1.0,53.0,0.9821080502606635,341.0
0.503241095948368,0.7570976011076089,3.0,0.0,59.0,0.8506117547029661,59.0
0.5857663585546599,0.2626000975060744,12.0,0.0,57.0,0.7821019971788116,471.0
0.1483562350104266,0.5963686740418548,99.0,0.0,93.0,0.9761718083830232,680.0
0.5319978755350231,0.007226397391818962,62.0,0.0,14.0,0.7729227791284261,853.0
0.17268421857060312,0.25239777974758926,24.0,0.0,25.0,0.02832396934640602,45.0
0.7938720842728699,0.5551462645471356,54.0,1.0,49.0,0.5508636104688165,1.0
0.5970299862731973,0.05081679897442881,6.0,1.0,32.0,0.9652795430405224,222.0
0.8234524862306704,0.3979795408290038,7.0,0.0,44.0,0.39927627225875284,53.0
0.25997894495501683,0.638998156339349,94.0,1.0,34.0,0.28687021096702914,787.0
0.2817110693197392,0.0029424649726396135,97.0,0.0,92.0,0.6469366310558895,273.0
0.357073169106064,0.13507278668295286,43.0,1.0,22.0,0.4558457185456979,122.0
0.08458302932746153,0.6526884334501822,57.0,1.0,99.0,0.6077233514809401,2.0
0.2854601189462741,0.7042964651787552,81.0,0.0,62.0,0.027590728783385976,600.0
0.15357001429266304,0.4996794505460811,93.0,1.0,33.0,0.31194619490690756,850.0
0.9559356446364619,0.5854715799623348,87.0,0.0,25.0,0.885465867376191,723.0
0.19738887426683738,0.4517073783991784,78.0,1.0,13.0,0.8668004515336848,590.0
0.6333859436234469,0.6441510646679934,59.0,0.0,52.0,0.13990141649423904,712.0
0.9512659774679653,0.275603834113626,30.0,1.0,18.0,0.3670458199274841,353.0
0.4453414730492331,0.2878996919813084,37.0,1.0,39.0,0.8535928536971908,944.0
0.6724888553025814,0.7210679592071603,40.0,1.0,91.0,0.22433891154132357,880.0
0.10610497604856828,0.23044238753562463,51.0,0.0,29.0,0.4833314444692427,469.0
0.5701041326986004,0.737815916130178,99.0,1.0,31.0,0.11128861713579496,402.0
0.5244946929699732,0.9339400186463259,64.0,1.0,10.0,0.19618847178428456,297.0
0.32791620635995467,0.4332037630091625,46.0,0.0,79.0,0.3002311777514124,722.0
0.6648161581864457,0.2491279266275499,44.0,0.0,82.0,0.42337211442437683,886.0
0.16729885013768286,0.2247608000172273,1.0,0.0,86.0,0.5022868843271941,380.0
0.9157810039636793,0.5782317952759343,23.0,1.0,12.0,0.7928815519442548,670.0
0.5532567162705508,0.34773197554173474,80.0,1.0,31.0,0.7241902554979797,923.0
0.8776434065171336,0.9314165478383799,84.0,1.0,81.0,0.05025667778638354,447.0
0.8465187108833002,0.13118086566998477,78.0,0.0,83.0,0.6127824561369486,762.0
0.725112325045928,0.26937915769898635,74.0,0.0,87.0,0.5878036421212707,135.0
0.9784357032291828,0.14123566796657205,22.0,1.0,52.0,0.06339344142151149,475.0
0.4482851580065538,0.11728917594128041,33.0,0.0,81.0,0.5935799040609173,803.0
0.7156929743842543,0.7748372133336804,22.0,0.0,84.0,0.951475380847379,670.0
0.3559757522239354,0.30271729448284623,27.0,1.0,87.0,0.67343666020385,23.0
0.7893107551056066,0.2744054111120532,76.0,1.0,37.0,0.9890033056873899,88.0
0.2697884111374419,0.8759450859824962,99.0,1.0,11.0,0.6482057498419166,532.0
0.19744344975039085,0.5100962620675008,80.0,1.0,59.0,0.2999366127492271,104.0
0.10191199494945558,0.48797192688276403,51.0,1.0,27.0,0.3737216000038367,767.0
0.3238287921976788,0.5630618405511131,80.0,0.0,17.0,0.10341064778763776,468.0
0.7380359841146586,0.26185378324981257,7.0,0.0,79.0,0.1481996403850413,341.0
0.22248251344004366,0.9460170464464688,7.0,1.0,29.0,0.2496558763208998,113.0
0.8165628870266637,0.13832503651926165,42.0,0.0,2.0,0.06834085996272299,438.0
0.94285749370346,0.7564959942545212,59.0,0.0,85.0,0.4916450032306895,408.0
0.5683247295296897,0.8079448382414085,14.0,1.0,6.0,0.5655621952934261,992.0
0.15604425718000658,0.697864171859736,70.0,1.0,84.0,0.6242527578515261,937.0
0.05359129854009337,0.2696254852892337,97.0,1.0,15.0,0.024501297928290477,576.0
0.49890284624566084,0.48222745124594735,41.0,1.0,55.0,0.6707507950202305,920.0
0.08595114668725345,0.24906906441948595,90.0,0.0,61.0,0.5693289096555672,915.0
0.9958925142939582,0.8910092981263444,74.0,0.0,64.0,0.4416057871779333,882.0
0.7806912118664736,0.7494601496098461,20.0,1.0,45.0,0.7457088649929187,794.0
0.023776030464387587,0.6906947780934873,93.0,1.0,74.0,0.19002796112868758,205.0
0.9080105903691611,0.8292159037733842,79.0,0.0,46.0,0.35814049773466006,825.0
0.5376760101118602,0.6449745656893158,89.0,1.0,83.0,0.009130697524748266,396.0
0.2025691978798767,0.8555278422591349,10.0,0.0,18.0,0.3089398582892313,741.0
