230911 19:51:10:126 [INFO] (PlanarRegionMappingHandler.java:307): [3] Statistics: Extraction Time: 0.011, Merging Time: 0.010, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.025, Area: 0.183, Regions: 3, Vertices: 91
230911 19:51:11:547 [INFO] (PlanarRegionMappingHandler.java:307): [15] Statistics: Extraction Time: 0.005, Merging Time: 0.006, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.012, Area: 0.328, Regions: 3, Vertices: 190 
230911 19:51:11:663 [INFO] (PlanarRegionMappingHandler.java:307): [16] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.374, Regions: 4, Vertices: 212 
230911 19:51:11:783 [INFO] (PlanarRegionMappingHandler.java:307): [17] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.376, Regions: 4, Vertices: 224 
230911 19:51:11:905 [INFO] (PlanarRegionMappingHandler.java:307): [18] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.009, Area: 0.408, Regions: 5, Vertices: 251 
230911 19:51:12:024 [INFO] (PlanarRegionMappingHandler.java:307): [19] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.409, Regions: 5, Vertices: 252 
230911 19:51:12:144 [INFO] (PlanarRegionMappingHandler.java:307): [20] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.009, Area: 0.448, Regions: 6, Vertices: 265 
230911 19:51:12:262 [INFO] (PlanarRegionMappingHandler.java:307): [21] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.457, Regions: 6, Vertices: 279 
230911 19:51:12:383 [INFO] (PlanarRegionMappingHandler.java:307): [22] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.486, Regions: 6, Vertices: 288 
230911 19:51:12:501 [INFO] (PlanarRegionMappingHandler.java:307): [23] Statistics: Extraction Time: 0.004, Merging Time: 0.001, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.487, Regions: 6, Vertices: 302 
230911 19:51:12:624 [INFO] (PlanarRegionMappingHandler.java:307): [24] Statistics: Extraction Time: 0.005, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.504, Regions: 6, Vertices: 307 
230911 19:51:12:740 [INFO] (PlanarRegionMappingHandler.java:307): [25] Statistics: Extraction Time: 0.003, Merging Time: 0.001, Registration Time: 0.000, Optimization Time: 0.000, Total Time: 0.004, Area: 0.504, Regions: 6, Vertices: 311 
230911 19:51:12:861 [INFO] (PlanarRegionMappingHandler.java:307): [26] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.000, Total Time: 0.006, Area: 0.504, Regions: 6, Vertices: 309 
230911 19:51:13:106 [INFO] (PlanarRegionMappingHandler.java:307): [28] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.010, Area: 0.505, Regions: 6, Vertices: 317 
230911 19:51:13:222 [INFO] (PlanarRegionMappingHandler.java:307): [29] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.509, Regions: 6, Vertices: 315 
230911 19:51:13:341 [INFO] (PlanarRegionMappingHandler.java:307): [30] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.511, Regions: 6, Vertices: 325 
230911 19:51:13:461 [INFO] (PlanarRegionMappingHandler.java:307): [31] Statistics: Extraction Time: 0.004, Merging Time: 0.001, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.511, Regions: 6, Vertices: 328 
230911 19:51:13:581 [INFO] (PlanarRegionMappingHandler.java:307): [32] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.514, Regions: 6, Vertices: 328 
230911 19:51:13:824 [INFO] (PlanarRegionMappingHandler.java:307): [34] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.009, Area: 0.522, Regions: 6, Vertices: 331 
230911 19:51:13:940 [INFO] (PlanarRegionMappingHandler.java:307): [35] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.005, Area: 0.524, Regions: 6, Vertices: 322 
230911 19:51:14:063 [INFO] (PlanarRegionMappingHandler.java:307): [36] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.545, Regions: 6, Vertices: 330 
230911 19:51:14:191 [INFO] (PlanarRegionMappingHandler.java:307): [37] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.006, Optimization Time: 0.002, Total Time: 0.015, Area: 0.578, Regions: 7, Vertices: 357 
230911 19:51:14:429 [INFO] (PlanarRegionMappingHandler.java:307): [39] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.004, Optimization Time: 0.002, Total Time: 0.014, Area: 0.589, Regions: 7, Vertices: 367 
230911 19:51:14:541 [INFO] (PlanarRegionMappingHandler.java:307): [40] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.591, Regions: 7, Vertices: 372 
230911 19:51:14:665 [INFO] (PlanarRegionMappingHandler.java:307): [41] Statistics: Extraction Time: 0.007, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.010, Area: 0.604, Regions: 7, Vertices: 369 
230911 19:51:14:901 [INFO] (PlanarRegionMappingHandler.java:307): [43] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.609, Regions: 7, Vertices: 375 
230911 19:51:15:023 [INFO] (PlanarRegionMappingHandler.java:307): [44] Statistics: Extraction Time: 0.003, Merging Time: 0.004, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 0.633, Regions: 7, Vertices: 375 
230911 19:51:15:260 [INFO] (PlanarRegionMappingHandler.java:307): [46] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.005, Area: 0.637, Regions: 7, Vertices: 374 
230911 19:51:15:500 [INFO] (PlanarRegionMappingHandler.java:307): [48] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.005, Area: 0.643, Regions: 7, Vertices: 363 
230911 19:51:15:742 [INFO] (PlanarRegionMappingHandler.java:307): [50] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.665, Regions: 7, Vertices: 386 
230911 19:51:15:863 [INFO] (PlanarRegionMappingHandler.java:307): [51] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.672, Regions: 7, Vertices: 374 
230911 19:51:15:984 [INFO] (PlanarRegionMappingHandler.java:307): [52] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.009, Area: 0.673, Regions: 7, Vertices: 371 
230911 19:51:16:223 [INFO] (PlanarRegionMappingHandler.java:307): [54] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 0.675, Regions: 7, Vertices: 381 
230911 19:51:16:343 [INFO] (PlanarRegionMappingHandler.java:307): [55] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 0.678, Regions: 7, Vertices: 383 
230911 19:51:16:463 [INFO] (PlanarRegionMappingHandler.java:307): [56] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.703, Regions: 8, Vertices: 407 
230911 19:51:16:582 [INFO] (PlanarRegionMappingHandler.java:307): [57] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.703, Regions: 8, Vertices: 414 
230911 19:51:16:703 [INFO] (PlanarRegionMappingHandler.java:307): [58] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.704, Regions: 8, Vertices: 415 
230911 19:51:16:824 [INFO] (PlanarRegionMappingHandler.java:307): [59] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 0.704, Regions: 8, Vertices: 415 
230911 19:51:16:943 [INFO] (PlanarRegionMappingHandler.java:307): [60] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.704, Regions: 8, Vertices: 419 
230911 19:51:17:063 [INFO] (PlanarRegionMappingHandler.java:307): [61] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.721, Regions: 8, Vertices: 435 
230911 19:51:17:302 [INFO] (PlanarRegionMappingHandler.java:307): [63] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.723, Regions: 8, Vertices: 429 
230911 19:51:17:424 [INFO] (PlanarRegionMappingHandler.java:307): [64] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.009, Area: 0.751, Regions: 9, Vertices: 451 
230911 19:51:17:542 [INFO] (PlanarRegionMappingHandler.java:307): [65] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.769, Regions: 9, Vertices: 440 
230911 19:51:17:662 [INFO] (PlanarRegionMappingHandler.java:307): [66] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.769, Regions: 9, Vertices: 436 
230911 19:51:17:784 [INFO] (PlanarRegionMappingHandler.java:307): [67] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.009, Area: 0.769, Regions: 9, Vertices: 441 
230911 19:51:17:909 [INFO] (PlanarRegionMappingHandler.java:307): [68] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.003, Optimization Time: 0.002, Total Time: 0.014, Area: 0.792, Regions: 9, Vertices: 443 
230911 19:51:18:025 [ERROR] (ConcaveHullMerger.java:322): mergedVertices.size() > hullOne.length + hullTwo.length. Something got looped!
230911 19:51:18:027 [INFO] (PlanarRegionMappingHandler.java:307): [69] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.003, Optimization Time: 0.002, Total Time: 0.012, Area: 0.803, Regions: 9, Vertices: 448 
230911 19:51:18:143 [INFO] (PlanarRegionMappingHandler.java:307): [70] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.008, Area: 0.804, Regions: 9, Vertices: 454 
230911 19:51:18:267 [INFO] (PlanarRegionMappingHandler.java:307): [71] Statistics: Extraction Time: 0.006, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.012, Area: 0.824, Regions: 9, Vertices: 449 
230911 19:51:18:505 [INFO] (PlanarRegionMappingHandler.java:307): [73] Statistics: Extraction Time: 0.004, Merging Time: 0.005, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.010, Area: 0.817, Regions: 8, Vertices: 434 
230911 19:51:18:623 [INFO] (PlanarRegionMappingHandler.java:307): [74] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.818, Regions: 8, Vertices: 435 
230911 19:51:18:743 [INFO] (PlanarRegionMappingHandler.java:307): [75] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 0.831, Regions: 8, Vertices: 421 
230911 19:51:18:862 [INFO] (PlanarRegionMappingHandler.java:307): [76] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.833, Regions: 8, Vertices: 428 
230911 19:51:18:984 [INFO] (PlanarRegionMappingHandler.java:307): [77] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.009, Area: 0.837, Regions: 8, Vertices: 426 
230911 19:51:19:104 [INFO] (PlanarRegionMappingHandler.java:307): [78] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.009, Area: 0.839, Regions: 8, Vertices: 424 
230911 19:51:19:222 [INFO] (PlanarRegionMappingHandler.java:307): [79] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.852, Regions: 8, Vertices: 432 
230911 19:51:19:340 [INFO] (PlanarRegionMappingHandler.java:307): [80] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.005, Area: 0.857, Regions: 8, Vertices: 433 
230911 19:51:19:462 [INFO] (PlanarRegionMappingHandler.java:307): [81] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.873, Regions: 8, Vertices: 434 
230911 19:51:19:583 [INFO] (PlanarRegionMappingHandler.java:307): [82] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 0.883, Regions: 8, Vertices: 437 
230911 19:51:19:703 [INFO] (PlanarRegionMappingHandler.java:307): [83] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.885, Regions: 8, Vertices: 432 
230911 19:51:19:824 [INFO] (PlanarRegionMappingHandler.java:307): [84] Statistics: Extraction Time: 0.003, Merging Time: 0.004, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.009, Area: 0.885, Regions: 8, Vertices: 436 
230911 19:51:19:946 [INFO] (PlanarRegionMappingHandler.java:307): [85] Statistics: Extraction Time: 0.004, Merging Time: 0.005, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.011, Area: 0.888, Regions: 8, Vertices: 445 
230911 19:51:20:066 [INFO] (PlanarRegionMappingHandler.java:307): [86] Statistics: Extraction Time: 0.003, Merging Time: 0.004, Registration Time: 0.002, Optimization Time: 0.001, Total Time: 0.010, Area: 0.889, Regions: 8, Vertices: 457 
230911 19:51:20:186 [INFO] (PlanarRegionMappingHandler.java:307): [87] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.002, Optimization Time: 0.001, Total Time: 0.010, Area: 0.899, Regions: 8, Vertices: 453 
230911 19:51:20:304 [INFO] (PlanarRegionMappingHandler.java:307): [88] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.002, Optimization Time: 0.001, Total Time: 0.009, Area: 0.900, Regions: 8, Vertices: 457 
230911 19:51:20:424 [INFO] (PlanarRegionMappingHandler.java:307): [89] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.009, Area: 0.900, Regions: 8, Vertices: 457 
230911 19:51:20:547 [INFO] (PlanarRegionMappingHandler.java:307): [90] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.002, Optimization Time: 0.004, Total Time: 0.011, Area: 0.903, Regions: 8, Vertices: 459 
230911 19:51:20:665 [INFO] (PlanarRegionMappingHandler.java:307): [91] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.009, Area: 0.936, Regions: 9, Vertices: 476 
230911 19:51:20:784 [INFO] (PlanarRegionMappingHandler.java:307): [92] Statistics: Extraction Time: 0.003, Merging Time: 0.004, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.009, Area: 0.925, Regions: 8, Vertices: 465 
230911 19:51:20:901 [INFO] (PlanarRegionMappingHandler.java:307): [93] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.006, Area: 0.950, Regions: 9, Vertices: 476 
230911 19:51:21:022 [INFO] (PlanarRegionMappingHandler.java:307): [94] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.007, Area: 0.974, Regions: 10, Vertices: 496 
230911 19:51:21:147 [INFO] (PlanarRegionMappingHandler.java:307): [95] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.001, Optimization Time: 0.003, Total Time: 0.010, Area: 1.005, Regions: 11, Vertices: 516 
230911 19:51:21:263 [INFO] (PlanarRegionMappingHandler.java:307): [96] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.007, Area: 1.006, Regions: 11, Vertices: 517 
230911 19:51:21:384 [INFO] (PlanarRegionMappingHandler.java:307): [97] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.008, Area: 1.055, Regions: 12, Vertices: 535 
230911 19:51:21:623 [INFO] (PlanarRegionMappingHandler.java:307): [99] Statistics: Extraction Time: 0.003, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.003, Total Time: 0.008, Area: 1.059, Regions: 12, Vertices: 539 
230911 19:51:21:743 [INFO] (PlanarRegionMappingHandler.java:307): [100] Statistics: Extraction Time: 0.003, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.007, Area: 1.097, Regions: 12, Vertices: 551 
230911 19:51:21:868 [INFO] (PlanarRegionMappingHandler.java:307): [101] Statistics: Extraction Time: 0.004, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.013, Area: 1.178, Regions: 12, Vertices: 569 
230911 19:51:21:983 [INFO] (PlanarRegionMappingHandler.java:307): [102] Statistics: Extraction Time: 0.004, Merging Time: 0.002, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.008, Area: 1.233, Regions: 13, Vertices: 594 
230911 19:51:22:106 [INFO] (PlanarRegionMappingHandler.java:307): [103] Statistics: Extraction Time: 0.006, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.011, Area: 1.245, Regions: 13, Vertices: 608 
230911 19:51:22:225 [INFO] (PlanarRegionMappingHandler.java:307): [104] Statistics: Extraction Time: 0.005, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.010, Area: 1.264, Regions: 13, Vertices: 618 
230911 19:51:22:344 [INFO] (PlanarRegionMappingHandler.java:307): [105] Statistics: Extraction Time: 0.004, Merging Time: 0.003, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.009, Area: 1.283, Regions: 11, Vertices: 595 
230911 19:51:22:588 [INFO] (PlanarRegionMappingHandler.java:307): [107] Statistics: Extraction Time: 0.003, Merging Time: 0.007, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.013, Area: 1.268, Regions: 9, Vertices: 583 
230911 19:51:22:708 [INFO] (PlanarRegionMappingHandler.java:307): [108] Statistics: Extraction Time: 0.004, Merging Time: 0.006, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.013, Area: 1.274, Regions: 9, Vertices: 576 
230911 19:51:22:837 [INFO] (PlanarRegionMappingHandler.java:307): [109] Statistics: Extraction Time: 0.008, Merging Time: 0.007, Registration Time: 0.002, Optimization Time: 0.005, Total Time: 0.022, Area: 1.312, Regions: 9, Vertices: 586 
230911 19:51:22:948 [INFO] (PlanarRegionMappingHandler.java:307): [110] Statistics: Extraction Time: 0.004, Merging Time: 0.006, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.013, Area: 1.339, Regions: 9, Vertices: 588 
230911 19:51:23:069 [INFO] (PlanarRegionMappingHandler.java:307): [111] Statistics: Extraction Time: 0.007, Merging Time: 0.006, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.014, Area: 1.364, Regions: 9, Vertices: 589 
230911 19:51:23:187 [INFO] (PlanarRegionMappingHandler.java:307): [112] Statistics: Extraction Time: 0.005, Merging Time: 0.006, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.011, Area: 1.388, Regions: 9, Vertices: 591 
230911 19:51:23:312 [INFO] (PlanarRegionMappingHandler.java:307): [113] Statistics: Extraction Time: 0.007, Merging Time: 0.007, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.016, Area: 1.409, Regions: 9, Vertices: 591 
230911 19:51:23:547 [INFO] (PlanarRegionMappingHandler.java:307): [115] Statistics: Extraction Time: 0.004, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.012, Area: 1.427, Regions: 9, Vertices: 599 
230911 19:51:23:668 [INFO] (PlanarRegionMappingHandler.java:307): [116] Statistics: Extraction Time: 0.004, Merging Time: 0.006, Registration Time: 0.000, Optimization Time: 0.002, Total Time: 0.012, Area: 1.436, Regions: 9, Vertices: 607 
230911 19:51:23:791 [INFO] (PlanarRegionMappingHandler.java:307): [117] Statistics: Extraction Time: 0.008, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.015, Area: 1.449, Regions: 9, Vertices: 599 
230911 19:51:24:026 [INFO] (PlanarRegionMappingHandler.java:307): [119] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.010, Area: 1.456, Regions: 9, Vertices: 609 
230911 19:51:24:147 [INFO] (PlanarRegionMappingHandler.java:307): [120] Statistics: Extraction Time: 0.005, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.012, Area: 1.468, Regions: 9, Vertices: 606 
230911 19:51:24:269 [INFO] (PlanarRegionMappingHandler.java:307): [121] Statistics: Extraction Time: 0.006, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.014, Area: 1.475, Regions: 9, Vertices: 600 
230911 19:51:24:388 [INFO] (PlanarRegionMappingHandler.java:307): [122] Statistics: Extraction Time: 0.005, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.013, Area: 1.476, Regions: 9, Vertices: 600 
230911 19:51:24:507 [INFO] (PlanarRegionMappingHandler.java:307): [123] Statistics: Extraction Time: 0.006, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.012, Area: 1.491, Regions: 9, Vertices: 607 
230911 19:51:24:747 [INFO] (PlanarRegionMappingHandler.java:307): [125] Statistics: Extraction Time: 0.004, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.001, Total Time: 0.012, Area: 1.471, Regions: 8, Vertices: 570 
230911 19:51:24:870 [INFO] (PlanarRegionMappingHandler.java:307): [126] Statistics: Extraction Time: 0.004, Merging Time: 0.004, Registration Time: 0.001, Optimization Time: 0.005, Total Time: 0.014, Area: 1.477, Regions: 8, Vertices: 578 
230911 19:51:24:991 [INFO] (PlanarRegionMappingHandler.java:307): [127] Statistics: Extraction Time: 0.007, Merging Time: 0.005, Registration Time: 0.001, Optimization Time: 0.004, Total Time: 0.016, Area: 1.485, Regions: 8, Vertices: 582 
230911 19:51:25:229 [INFO] (PlanarRegionMappingHandler.java:307): [129] Statistics: Extraction Time: 0.004, Merging Time: 0.007, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.014, Area: 1.491, Regions: 8, Vertices: 600 
230911 19:51:25:346 [INFO] (PlanarRegionMappingHandler.java:307): [130] Statistics: Extraction Time: 0.005, Merging Time: 0.005, Registration Time: 0.000, Optimization Time: 0.001, Total Time: 0.011, Area: 1.499, Regions: 8, Vertices: 607 
230911 19:51:25:472 [INFO] (PlanarRegionMappingHandler.java:307): [131] Statistics: Extraction Time: 0.008, Merging Time: 0.007, Registration Time: 0.001, Optimization Time: 0.002, Total Time: 0.017, Area: 1.505, Regions: 8, Vertices: 603 
