regionId: 0, index: 1, origin: 0.0, 0.0, -0.001, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 25, index: 1, origin: 0.5, 0.561177143234622, 0.14388887394336025, normal: 0.0, -0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 26, index: 1, origin: 0.5, 0.6000000000000001, -0.0010000000000000009, normal: 1.2246467991473532E-16, 0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 27, index: 1, origin: 0.7, 0.580588571617311, 0.07144443697168014, normal: 1.0, -1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 28, index: 1, origin: 0.29999999999999993, 0.580588571617311, 0.07144443697168011, normal: -1.0, 4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 29, index: 1, origin: 0.5, 0.3874034063594973, 0.019680627951175984, normal: 0.0, -0.9659258262890683, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 30, index: 1, origin: 0.5, 0.7737737368751247, 0.12320824599218427, normal: 0.0, 0.9659258262890683, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 31, index: 1, origin: 0.5, 1.0, 0.149, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 32, index: 1, origin: 0.5, 1.0, -0.0010000000000000009, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 33, index: 1, origin: 0.7, 1.0, 0.07400000000000001, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 34, index: 1, origin: 0.29999999999999993, 1.0, 0.07399999999999998, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 35, index: 1, origin: 0.5, 0.8, 0.07400000000000001, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 36, index: 1, origin: 0.5, 1.2000000000000002, 0.07399999999999998, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 37, index: 1, origin: 0.8611771432346219, -1.0000000000000004, 0.24388887394336026, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 38, index: 1, origin: 0.9, -1.0000000000000004, 0.099, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 39, index: 1, origin: 1.0737737368751246, -1.0000000000000004, 0.2232082459921843, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 40, index: 1, origin: 0.6874034063594971, -1.0000000000000004, 0.11968062795117598, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 41, index: 1, origin: 0.880588571617311, -1.2000000000000004, 0.17144443697168013, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 42, index: 1, origin: 0.880588571617311, -0.8000000000000004, 0.1714444369716801, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 43, index: 1, origin: 0.8611771432346219, -0.6000000000000004, 0.24388887394336026, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 44, index: 1, origin: 0.9, -0.6000000000000004, 0.099, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 45, index: 1, origin: 1.0737737368751246, -0.6000000000000004, 0.2232082459921843, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 46, index: 1, origin: 0.6874034063594971, -0.6000000000000004, 0.11968062795117598, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 47, index: 1, origin: 0.880588571617311, -0.8000000000000005, 0.17144443697168013, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 48, index: 1, origin: 0.880588571617311, -0.40000000000000047, 0.1714444369716801, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 49, index: 1, origin: 0.8611771432346219, -0.2000000000000004, 0.24388887394336026, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 50, index: 1, origin: 0.9, -0.2000000000000004, 0.099, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 51, index: 1, origin: 1.0737737368751246, -0.2000000000000004, 0.2232082459921843, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 52, index: 1, origin: 0.6874034063594971, -0.2000000000000004, 0.11968062795117598, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 53, index: 1, origin: 0.880588571617311, -0.4000000000000004, 0.17144443697168013, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 54, index: 1, origin: 0.880588571617311, -3.885780586188048E-16, 0.1714444369716801, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 55, index: 1, origin: 0.9, 0.19999999999999962, 0.249, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 56, index: 1, origin: 0.9, 0.19999999999999962, 0.099, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 57, index: 1, origin: 1.1, 0.19999999999999962, 0.174, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 58, index: 1, origin: 0.7000000000000001, 0.19999999999999962, 0.17399999999999996, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 59, index: 1, origin: 0.9, -3.885780586188048E-16, 0.174, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 60, index: 1, origin: 0.9, 0.39999999999999963, 0.17399999999999996, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 61, index: 1, origin: 0.8611771432346219, 0.5999999999999996, 0.24388887394336023, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 62, index: 1, origin: 0.9, 0.5999999999999996, 0.09899999999999998, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 63, index: 1, origin: 1.0737737368751246, 0.5999999999999996, 0.22320824599218425, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 64, index: 1, origin: 0.6874034063594971, 0.5999999999999996, 0.11968062795117593, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 65, index: 1, origin: 0.880588571617311, 0.39999999999999963, 0.1714444369716801, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 66, index: 1, origin: 0.880588571617311, 0.7999999999999996, 0.17144443697168008, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 67, index: 1, origin: 0.9, 0.9999999999999997, 0.249, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 68, index: 1, origin: 0.9, 0.9999999999999997, 0.099, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 69, index: 1, origin: 1.1, 0.9999999999999997, 0.174, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 70, index: 1, origin: 0.7000000000000001, 0.9999999999999997, 0.17399999999999996, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 71, index: 1, origin: 0.9, 0.7999999999999996, 0.174, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 72, index: 1, origin: 0.9, 1.1999999999999997, 0.17399999999999996, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 73, index: 1, origin: 1.261177143234622, -1.0000000000000007, 0.34388887394336026, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 74, index: 1, origin: 1.3, -1.0000000000000007, 0.199, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 75, index: 1, origin: 1.4737737368751247, -1.0000000000000007, 0.3232082459921843, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 76, index: 1, origin: 1.0874034063594973, -1.0000000000000007, 0.21968062795117596, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 77, index: 1, origin: 1.280588571617311, -1.2000000000000006, 0.27144443697168014, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 78, index: 1, origin: 1.280588571617311, -0.8000000000000006, 0.27144443697168014, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 79, index: 1, origin: 1.261177143234622, -0.6000000000000006, 0.34388887394336026, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 80, index: 1, origin: 1.3, -0.6000000000000006, 0.199, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 81, index: 1, origin: 1.4737737368751247, -0.6000000000000006, 0.3232082459921843, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 82, index: 1, origin: 1.0874034063594973, -0.6000000000000006, 0.21968062795117596, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 83, index: 1, origin: 1.280588571617311, -0.8000000000000007, 0.27144443697168014, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 84, index: 1, origin: 1.280588571617311, -0.4000000000000007, 0.27144443697168014, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 85, index: 1, origin: 1.3000000000000003, -0.20000000000000062, 0.34900000000000003, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 86, index: 1, origin: 1.3000000000000003, -0.20000000000000062, 0.19900000000000004, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 87, index: 1, origin: 1.5000000000000002, -0.20000000000000062, 0.274, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 88, index: 1, origin: 1.1, -0.20000000000000062, 0.274, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 89, index: 1, origin: 1.3000000000000003, -0.40000000000000063, 0.274, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 90, index: 1, origin: 1.3000000000000003, -6.106226635438361E-16, 0.274, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 91, index: 1, origin: 1.3388228567653786, 0.1999999999999994, 0.34388887394336026, normal: 0.25881904510252074, 0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 92, index: 1, origin: 1.3000000000000005, 0.1999999999999994, 0.199, normal: -0.25881904510252063, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 93, index: 1, origin: 1.512596593640503, 0.1999999999999994, 0.219680627951176, normal: 0.9659258262890683, 0.0, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 94, index: 1, origin: 1.1262262631248756, 0.1999999999999994, 0.3232082459921843, normal: -0.9659258262890683, 0.0, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 95, index: 1, origin: 1.3194114283826894, -6.106226635438361E-16, 0.27144443697168014, normal: 1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 96, index: 1, origin: 1.3194114283826894, 0.3999999999999994, 0.27144443697168014, normal: -4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 97, index: 1, origin: 1.3000000000000003, 0.5611771432346213, 0.34388887394336026, normal: 0.0, -0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 98, index: 1, origin: 1.3000000000000003, 0.5999999999999994, 0.199, normal: 1.2246467991473532E-16, 0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 99, index: 1, origin: 1.5000000000000002, 0.5805885716173104, 0.27144443697168014, normal: 1.0, -1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 100, index: 1, origin: 1.1, 0.5805885716173104, 0.27144443697168014, normal: -1.0, 4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 101, index: 1, origin: 1.3000000000000003, 0.38740340635949666, 0.219680627951176, normal: 0.0, -0.9659258262890683, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 102, index: 1, origin: 1.3000000000000003, 0.7737737368751241, 0.3232082459921843, normal: 0.0, 0.9659258262890683, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 103, index: 1, origin: 1.3000000000000003, 0.9999999999999994, 0.34900000000000003, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 104, index: 1, origin: 1.3000000000000003, 0.9999999999999994, 0.19900000000000004, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 105, index: 1, origin: 1.5000000000000002, 0.9999999999999994, 0.274, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 106, index: 1, origin: 1.1, 0.9999999999999994, 0.274, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 107, index: 1, origin: 1.3000000000000003, 0.7999999999999994, 0.274, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 108, index: 1, origin: 1.3000000000000003, 1.1999999999999993, 0.274, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 109, index: 1, origin: 1.7000000000000002, -1.0000000000000009, 0.249, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 110, index: 1, origin: 1.7000000000000002, -1.0000000000000009, 0.099, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 111, index: 1, origin: 1.9000000000000001, -1.0000000000000009, 0.174, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 112, index: 1, origin: 1.5, -1.0000000000000009, 0.17399999999999996, normal: -1.0, 0.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 113, index: 1, origin: 1.7000000000000002, -1.2000000000000008, 0.174, normal: 0.0, -1.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 114, index: 1, origin: 1.7000000000000002, -0.8000000000000008, 0.17399999999999996, normal: 0.0, 1.0, -1.8369701987210297E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 115, index: 1, origin: 1.7000000000000002, -0.5611771432346228, 0.24388887394336023, normal: 0.0, 0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 116, index: 1, origin: 1.7000000000000002, -0.6000000000000009, 0.09899999999999998, normal: 1.2246467991473532E-16, -0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 117, index: 1, origin: 1.9000000000000001, -0.5805885716173118, 0.1714444369716801, normal: 1.0, 1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 118, index: 1, origin: 1.5, -0.5805885716173118, 0.17144443697168008, normal: -1.0, -4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 119, index: 1, origin: 1.7000000000000002, -0.7737737368751255, 0.22320824599218425, normal: 0.0, -0.9659258262890683, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 120, index: 1, origin: 1.7000000000000002, -0.38740340635949816, 0.11968062795117593, normal: 0.0, 0.9659258262890683, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 121, index: 1, origin: 1.7000000000000002, -0.23882285676537895, 0.24388887394336023, normal: 0.0, -0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 122, index: 1, origin: 1.7000000000000002, -0.20000000000000084, 0.09899999999999998, normal: 1.2246467991473532E-16, 0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 123, index: 1, origin: 1.9000000000000001, -0.2194114283826899, 0.1714444369716801, normal: 1.0, -1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 124, index: 1, origin: 1.5, -0.2194114283826899, 0.17144443697168008, normal: -1.0, 4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 125, index: 1, origin: 1.7000000000000002, -0.4125965936405036, 0.11968062795117596, normal: 0.0, -0.9659258262890683, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 126, index: 1, origin: 1.7000000000000002, -0.026226263124876248, 0.22320824599218425, normal: 0.0, 0.9659258262890683, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 127, index: 1, origin: 1.7000000000000002, 0.16117714323462107, 0.24388887394336023, normal: 0.0, -0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 128, index: 1, origin: 1.7000000000000002, 0.19999999999999918, 0.09899999999999998, normal: 1.2246467991473532E-16, 0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 129, index: 1, origin: 1.9000000000000001, 0.18058857161731012, 0.1714444369716801, normal: 1.0, -1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 130, index: 1, origin: 1.5, 0.18058857161731012, 0.17144443697168008, normal: -1.0, 4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 131, index: 1, origin: 1.7000000000000002, -0.012596593640503556, 0.11968062795117596, normal: 0.0, -0.9659258262890683, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 132, index: 1, origin: 1.7000000000000002, 0.37377373687512383, 0.22320824599218425, normal: 0.0, 0.9659258262890683, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 133, index: 1, origin: 1.7000000000000002, 0.5611771432346211, 0.24388887394336023, normal: 0.0, -0.25881904510252074, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 134, index: 1, origin: 1.7000000000000002, 0.5999999999999992, 0.09899999999999998, normal: 1.2246467991473532E-16, 0.25881904510252074, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 135, index: 1, origin: 1.9000000000000001, 0.5805885716173101, 0.1714444369716801, normal: 1.0, -1.5848095757158825E-17, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 136, index: 1, origin: 1.5, 0.5805885716173101, 0.17144443697168008, normal: -1.0, 4.754428727147647E-17, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 137, index: 1, origin: 1.7000000000000002, 0.38740340635949644, 0.11968062795117596, normal: 0.0, -0.9659258262890683, -0.2588190451025207, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 138, index: 1, origin: 1.7000000000000002, 0.7737737368751239, 0.22320824599218425, normal: 0.0, 0.9659258262890683, 0.2588190451025206, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 139, index: 1, origin: 1.6611771432346218, 0.9999999999999992, 0.24388887394336023, normal: -0.25881904510252074, -0.0, 0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 140, index: 1, origin: 1.7, 0.9999999999999992, 0.09899999999999998, normal: 0.25881904510252085, 0.0, -0.9659258262890683, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 141, index: 1, origin: 1.8737737368751246, 0.9999999999999992, 0.22320824599218425, normal: 0.9659258262890683, 0.0, 0.2588190451025208, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 142, index: 1, origin: 1.4874034063594972, 0.9999999999999992, 0.11968062795117593, normal: -0.9659258262890683, 0.0, -0.2588190451025209, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 143, index: 1, origin: 1.680588571617311, 0.7999999999999992, 0.1714444369716801, normal: -1.5848095757158825E-17, -1.0, 5.914589856893349E-17, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 144, index: 1, origin: 1.680588571617311, 1.1999999999999993, 0.17144443697168008, normal: 4.754428727147647E-17, 1.0, -1.774376957068005E-16, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 145, index: 1, origin: 2.1, -1.000000000000001, 0.14899999999999997, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 146, index: 1, origin: 2.1, -1.000000000000001, -0.0010000000000000286, normal: 1.2246467991473532E-16, 0.0, -1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 147, index: 1, origin: 2.3000000000000003, -1.000000000000001, 0.07399999999999998, normal: 1.0, 0.0, 6.123233995736766E-17, concave hull size: 4, number of convex polygons: 1, [4]
